BuildingType,ENERGYSTARScore,GHGEmissions(MetricTonsCO2e),LargestPropertyUseType,NumberofBuildings,NumberofFloors,OSEBuildingID,PrimaryPropertyType,PropertyGFAParking(m2),PropertyGFATotal(m2),SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA(m2),SiteEnergyUseWN(GJ),YearBuilt,ZipCode
NonResidential,3.5,3.029892125200696,Retail Store,1.0,1.0,21317.0,Retail Store,,8.128978212267947,,,7.723836192802916,1915.0,98101.0
NonResidential,7.5,3.0492730404820207,Office,1.0,6.0,21318.0,Small- and Mid-Sized Office,,8.092602451246897,,,8.068746907727725,1907.0,98101.0
NonResidential,79.0,3.843422913935889,Office,1.0,5.0,21319.0,Small- and Mid-Sized Office,,8.110620956749575,,,7.5677238059027285,1907.0,98101.0
NonResidential,57.5,2.260199376497608,Bank Branch,1.0,2.0,21321.0,Other,,7.78657124012692,,,7.2879341658738115,1941.0,98101.0
NonResidential,15.5,4.322011202263895,Office,1.0,4.0,21322.0,Small- and Mid-Sized Office,,7.950102388639614,Retail Store,6.340500662625002,8.096195594215168,1928.0,98101.0
NonResidential,,4.610356712675392,Other/Specialty Hospital,1.0,4.0,21328.0,Other,,8.42832359417954,,,9.0971949944564,1964.0,98101.0
NonResidential,,4.252273808552708,Social/Meeting Hall,0.0,3.0,21336.0,Other,,7.547630339854751,,,7.7381336190971135,1912.0,98104.0
NonResidential,2.0,4.466712392840524,Medical Office,1.0,2.0,21351.0,Medical Office,6.862242891747766,7.960855180415876,,,8.146579044647837,1962.0,98122.0
NonResidential,90.0,4.672267929520586,Office,1.0,3.0,21353.0,Small- and Mid-Sized Office,,8.829508219404797,Worship Facility,7.994695151845184,8.172991389200051,1910.0,98122.0
NonResidential,,6.088353026197013,Other - Education,1.0,5.0,21364.0,Other,6.965169724043295,8.355403683167266,Parking,6.03563376541912,9.406809416647148,1988.0,98122.0
NonResidential,56.5,4.018632740486404,Medical Office,0.0,3.0,21365.0,Medical Office,,8.198062393779889,,,8.157288659834744,1963.0,98114.0
NonResidential,,3.990002046744735,Other - Entertainment/Public Assembly,1.0,3.0,21366.0,Other,,8.170142028702315,Office,4.700454905104659,7.202345815984407,1916.0,98101.0
NonResidential,51.5,4.8820819665104835,Worship Facility,1.0,3.0,21367.0,Worship Facility,,8.163759645563225,Parking,7.399455270686952,8.070837552908039,1962.0,98104.0
Nonresidential COS,,3.563882963939251,Office,1.0,1.0,21380.0,Small- and Mid-Sized Office,,7.854575969240977,Other,6.333266168724069,8.583380840908832,1993.0,98107.0
NonResidential,78.0,0.16551443847757352,Non-Refrigerated Warehouse,1.0,1.0,21382.0,Warehouse,,8.127333204494457,,,5.258414693240813,1960.0,98107.0
NonResidential,60.0,3.718923575462313,Non-Refrigerated Warehouse,1.0,1.0,21388.0,Warehouse,,7.847667791235325,,,7.249935739235189,1950.0,98107.0
NonResidential,,3.583935518341326,Distribution Center,3.0,1.0,21389.0,Distribution Center,,8.580031497206491,,,7.357126126022719,1951.0,98107.0
NonResidential,,2.9274534328006965,Office,1.0,2.0,21391.0,Mixed Use Property,,7.78657124012692,Other - Services,6.479749623712728,7.1557454910245974,1920.0,98109.0
NonResidential,,4.275554390163365,Restaurant,1.0,3.0,21396.0,Restaurant,,8.237440421572606,,,7.753886333278292,1919.0,98109.0
NonResidential,53.5,4.354976557947302,Retail Store,1.0,2.0,21397.0,Retail Store,,8.344223019530856,,,8.056384217576847,1964.0,98109.0
NonResidential,54.0,3.6208682434973927,Office,1.0,3.0,21398.0,Small- and Mid-Sized Office,7.031351630924597,7.877241040374742,,,7.470124143769153,1920.0,98109.0
NonResidential,77.0,6.0909817739574725,Office,1.0,5.0,21399.0,Large Office,,10.762352727261561,Parking,9.624656051159992,10.281591873957044,2009.0,98109.0
NonResidential,90.0,3.57906458810673,Office,1.0,3.0,21401.0,Small- and Mid-Sized Office,,7.796399329063182,,,7.21920552819775,1926.0,98109.0
NonResidential,1.0,4.2601414466837575,Office,1.0,1.0,21413.0,Small- and Mid-Sized Office,,8.16227690858325,Parking,,8.942978673047914,1926.0,98109.0
Nonresidential COS,,5.025031174379988,Other,1.0,1.0,21418.0,Other,,7.789652906664328,,,8.562008779205431,1961.0,98109.0
NonResidential,63.0,3.0325462466767075,Worship Facility,1.0,3.0,21424.0,Worship Facility,,7.677474328960721,,,6.771911800515923,2009.0,98109.0
NonResidential,,5.47166124430964,Other,1.0,1.0,21425.0,Other,,9.580097409138332,,,9.895258189250702,1962.0,98109.0
Nonresidential COS,,3.245322994883049,Other,1.0,1.0,21432.0,Other,,7.57693558208625,,,7.528672312278193,2002.0,98109.0
Nonresidential COS,,5.235457435789021,Museum,1.0,1.0,21433.0,Other,,7.950364434564661,,,8.785551945434166,1998.0,98109.0
NonResidential,,6.305298532706603,Other - Recreation,1.0,2.0,21435.0,Other,,8.057063588121238,,,9.909270627161597,1961.0,98109.0
Nonresidential COS,,3.76445064096101,Other,1.0,2.0,21436.0,Other,,8.235324435250533,,,7.871260318034113,1992.0,98109.0
NonResidential,82.5,2.6634014494333282,Office,1.0,4.0,21438.0,Small- and Mid-Sized Office,,8.170142028702315,Parking,7.507085934879317,7.6944164814702045,1999.0,98109.0
NonResidential,92.5,4.25405120762004,Office,1.0,4.0,21442.0,Small- and Mid-Sized Office,7.734140196734069,8.699708858009666,Parking,7.592608108317479,7.9389832614130675,2007.0,98109.0
NonResidential,1.0,5.500523246647367,Office,1.0,3.0,21443.0,Small- and Mid-Sized Office,6.333596147278457,8.256430182980157,Laboratory,6.140994281076946,9.185672583849357,1928.0,98109.0
NonResidential,92.0,4.467286478624705,Office,1.0,6.0,21445.0,Large Office,9.144694724280114,9.404537497440305,Parking,9.019743199145118,8.962104610850297,2013.0,98109.0
NonResidential,39.0,2.6905648867611904,Office,1.0,4.0,21447.0,Small- and Mid-Sized Office,,8.10894544672342,Retail Store,6.637396384177213,7.725798200952997,1926.0,98109.0
NonResidential,46.0,1.3164082336557241,Office,1.0,4.0,21459.0,Mixed Use Property,6.5205260071586055,7.755698303183546,Parking,6.6109979103226815,6.354754636043073,1964.0,98109.0
Nonresidential COS,,4.895448884287139,Other,1.0,1.0,21464.0,Other,,8.43715880626807,,,8.087307920847925,1966.0,98109.0
Nonresidential COS,,4.155753190350744,Other,1.0,1.0,21465.0,Other,,8.12375971049132,,,7.817526033776179,1962.0,98109.0
NonResidential,,2.214300178126474,Other - Entertainment/Public Assembly,1.0,2.0,21468.0,Other,,7.78657124012692,Restaurant,5.996892937102689,7.189876469446994,1916.0,98101.0
NonResidential,76.5,4.271304549231829,Office,1.0,4.0,21469.0,Small- and Mid-Sized Office,,8.396194222409061,Retail Store,6.671622532139116,7.716637984906944,1919.0,98101.0
NonResidential,,1.4883995840570443,Other,1.0,7.0,21471.0,Other,,8.33661757704619,Retail Store,5.5098824914364535,6.079267939857809,1904.0,98101.0
Campus,,4.56168840737613,Retail Store,1.0,2.0,21478.0,Mixed Use Property,,8.429074687868109,Restaurant,6.755098254296438,8.538980347896786,1900.0,98101.0
Campus,,5.401370221604118,Restaurant,1.0,2.0,21482.0,Restaurant,,7.765517830929087,Food Sales,6.391908629336513,8.89269427549379,1912.0,98101.0
NonResidential,,3.844707298143279,Office,1.0,6.0,21483.0,Small- and Mid-Sized Office,,8.23815294356194,Retail Store,7.32026447276251,8.025283435239267,1915.0,98101.0
NonResidential,92.0,2.4714836294558595,Parking,1.0,4.0,21488.0,Mixed Use Property,8.081173755423274,8.939067984826744,Office,7.849154726428687,7.560024087819381,1990.0,98121.0
NonResidential,42.0,2.6181254935742233,Office,1.0,4.0,21495.0,Small- and Mid-Sized Office,,8.11950990416682,,,7.652889300254271,1910.0,98101.0
NonResidential,,4.934653773073627,Other - Restaurant/Bar,1.0,1.0,21496.0,Mixed Use Property,,8.075901259523485,Office,6.291653157362059,8.58309946573595,1918.0,98101.0
NonResidential,100.0,2.6616571615324998,Office,1.0,5.0,21505.0,Small- and Mid-Sized Office,,8.73475533577703,,,7.42455070391252,1909.0,98121.0
NonResidential,,4.3299435548036564,Office,1.0,3.0,21506.0,Mixed Use Property,,7.910508141357681,Multifamily Housing,6.981871573661227,7.841038842580321,1910.0,98121.0
NonResidential,,0.6805683983530851,Food Service,0.0,2.0,21508.0,Other,,7.654361724760313,,,5.699935480738156,1930.0,98121.0
NonResidential,15.0,3.0851158346886765,Office,1.0,3.0,21515.0,Small- and Mid-Sized Office,7.137204636126975,8.4535099027479,Parking,7.137204636126975,8.098420160291003,2000.0,98102.0
NonResidential,68.0,3.810875823423188,Office,1.0,5.0,21520.0,Small- and Mid-Sized Office,6.793840164863365,8.529114662177253,Parking,,8.278192357271523,1964.0,98104.0
NonResidential,57.0,5.188586202394875,K-12 School,1.0,2.0,21521.0,K-12 School,,8.3593278216234,,,8.549191534428799,1930.0,98102.0
NonResidential,91.0,1.3622577832916491,Office,1.0,2.0,21530.0,Small- and Mid-Sized Office,,7.582155543637676,,,6.345838860082684,1959.0,98109.0
NonResidential,,5.396691030906297,Hotel,1.0,4.0,21533.0,Mixed Use Property,,10.146296314006392,Parking,9.190257842841058,9.215690545367138,2008.0,98109.0
NonResidential,,2.3020849679523634,Office,1.0,3.0,21534.0,Small- and Mid-Sized Office,,8.47414737563741,Data Center,4.100773452550391,7.3218159077997225,2013.0,98109.0
NonResidential,41.0,4.150173388848878,Hotel,1.0,4.0,21535.0,Hotel,,8.18273395557277,,,7.9417965324943225,1959.0,98109.0
NonResidential,93.0,3.4518904959776733,Hotel,1.0,3.0,21537.0,Hotel,5.979886120682188,7.9052455108884,,,6.885426801973287,1961.0,98109.0
NonResidential,60.5,1.3506671834767394,Worship Facility,1.0,1.0,21546.0,Worship Facility,,7.8398340443733066,,,6.572862036794199,1960.0,98109.0
NonResidential,,5.967888810579276,Laboratory,1.0,2.0,21549.0,Laboratory,,8.07007794116822,Office,7.153830792723651,9.457534514328538,1962.0,98119.0
NonResidential,91.5,4.832265917140729,Office,1.0,3.0,21550.0,Small- and Mid-Sized Office,,8.357236864248927,,,8.219210670053474,1930.0,98119.0
NonResidential,15.0,4.5958266709849385,K-12 School,1.0,2.0,21557.0,K-12 School,,8.42850634457347,,,8.376992039797168,1999.0,98125.0
NonResidential,89.0,3.591542221224979,Office,1.0,3.0,21580.0,Small- and Mid-Sized Office,,8.033383091586925,Parking,7.239606569745056,7.391854073983201,1987.0,98102.0
NonResidential,,3.846630786661094,Retail Store,1.0,3.0,21582.0,Retail Store,5.8570385903659785,7.758162239572957,Medical Office,6.616482840553251,7.556172362595,1993.0,98102.0
SPS-District K-12,83.0,3.847484484290575,K-12 School,1.0,2.0,21601.0,K-12 School,,8.857078787207477,,,7.858636705268128,2000.0,98118.0
SPS-District K-12,66.0,3.410157123033627,K-12 School,1.0,2.0,21604.0,K-12 School,,7.916793730726272,,,7.4951657236598015,2008.0,98118.0
NonResidential,67.0,0.8087055211942177,Worship Facility,1.0,99.0,21611.0,Worship Facility,,7.620232387839574,,,5.828469298576173,1977.0,98108.0
NonResidential,,5.138823269393452,Other - Recreation,1.0,3.0,21613.0,Other,,7.971685960306789,Self-Storage Facility,4.623223557168669,8.764504580716466,1927.0,98112.0
SPS-District K-12,86.0,3.701178509700953,K-12 School,1.0,1.0,21616.0,K-12 School,,8.276154311513126,,,7.355146509865353,1954.0,98125.0
NonResidential,,4.653722226570257,"Repair Services (Vehicle, Shoe, Locksmith, etc)",1.0,1.0,21617.0,Other,,8.152611910627682,Retail Store,5.775134427561141,8.211799668753391,1947.0,98125.0
NonResidential,31.5,1.7783364488959144,Non-Refrigerated Warehouse,1.0,1.0,21622.0,Warehouse,,7.911870539388577,Office,6.453905407574502,6.810712749727038,1977.0,98108.0
NonResidential,88.0,1.820508882514041,Worship Facility,1.0,2.0,21656.0,Worship Facility,,7.653392518992562,,,6.002902585195159,1922.0,98122.0
NonResidential,,3.897822656027005,Adult Education,1.0,2.0,21687.0,Other,,7.6390088918072445,Parking,,7.414152367510289,1962.0,98118.0
NonResidential,49.0,3.6033215657522897,Non-Refrigerated Warehouse,1.0,1.0,21688.0,Non-Refrigerated Warehouse,,7.843375939153784,Medical Office,6.649617481287736,7.358458514226186,1952.0,98118.0
NonResidential,85.0,2.560709613203501,Office,1.0,2.0,21689.0,Small- and Mid-Sized Office,,8.2514983482086,,,7.606295940672737,1982.0,98118.0
NonResidential,,4.525856379268366,Office,1.0,2.0,21716.0,Small- and Mid-Sized Office,,8.29700326792566,Data Center,6.973642500414448,8.998091039774435,1953.0,98109.0
NonResidential,80.0,4.439528739445335,Worship Facility,1.0,3.0,21723.0,Worship Facility,,8.3532169339906,,,7.855765405308425,1908.0,98115.0
NonResidential,95.5,1.328400382700988,Worship Facility,1.0,1.0,21768.0,Worship Facility,,7.691191613466773,Office,7.253640958708859,6.347482785018286,1957.0,98106.0
NonResidential,,1.8570789353486974,Office,1.0,4.0,21772.0,Small- and Mid-Sized Office,,7.893458367697359,Other,6.853944088933071,6.956252022614521,1999.0,98107.0
SPS-District K-12,76.0,2.6078614738467776,K-12 School,1.0,2.0,21774.0,K-12 School,,8.530270699849696,,,7.662254360975394,1988.0,98126.0
NonResidential,,3.1637858585502405,Non-Refrigerated Warehouse,1.0,1.0,21783.0,Warehouse,,7.580876801366765,Office,5.535125108624061,6.669113223688693,1989.0,98108.0
NonResidential,79.0,2.2132072818428288,Refrigerated Warehouse,1.0,2.0,21784.0,Refrigerated Warehouse,,8.351332497558548,,,7.209170836166649,1914.0,98108.0
NonResidential,,2.7523860149222616,Manufacturing/Industrial Plant,1.0,1.0,21785.0,Other,,7.814720683393408,,,7.771941185201038,1950.0,98108.0
NonResidential,46.0,2.900047023419583,Non-Refrigerated Warehouse,1.0,1.0,21786.0,Warehouse,,7.868250784090901,Office,6.37938106180385,6.9309285664861084,1975.0,98108.0
NonResidential,51.0,0.9987919533858987,Non-Refrigerated Warehouse,1.0,1.0,21787.0,Warehouse,,8.08690443013226,,,6.018164162309424,1964.0,98108.0
NonResidential,16.5,3.131136910560194,Non-Refrigerated Warehouse,1.0,1.0,21792.0,Warehouse,,7.795405559153777,,,6.989699211938653,1962.0,98108.0
NonResidential,75.0,2.0001277349601105,Office,1.0,2.0,21793.0,Small- and Mid-Sized Office,,7.7096101989907915,,,7.04731487829384,1967.0,98108.0
NonResidential,36.0,4.3342796761761475,K-12 School,1.0,5.0,21794.0,K-12 School,,8.306475894849166,,,8.03465782431081,1968.0,98102.0
NonResidential,,4.1920004734943745,Parking,1.0,2.0,21795.0,Other,8.715741634864736,8.982992454688894,K-12 School,7.527288642196837,7.701959733443736,1999.0,98102.0
NonResidential,72.0,4.173617743116608,K-12 School,1.0,1.0,21796.0,K-12 School,,8.960967417978386,,,8.018003672563117,1905.0,98102.0
NonResidential,,2.725890119230541,Distribution Center,1.0,1.0,21822.0,Distribution Center,,7.866613947800456,Office,5.447847100517,6.679138618318599,1912.0,98103.0
NonResidential,83.0,5.400196830369207,Senior Care Community,1.0,2.0,21879.0,Senior Care Community,,8.469208133704806,,,8.785573000973356,1954.0,98133.0
NonResidential,100.0,0.5653138090500605,Worship Facility,1.0,1.0,21883.0,Worship Facility,,7.624732906857689,Parking,,5.599824153040361,1962.0,98133.0
NonResidential,2.5,4.563358118173651,Non-Refrigerated Warehouse,1.0,1.0,21893.0,Warehouse,,7.984713489235712,,,8.277143700690926,1979.0,98108.0
NonResidential,57.5,2.9788404058837727,Non-Refrigerated Warehouse,1.0,1.0,21894.0,Warehouse,,8.09512766928926,,,6.975737861611552,2007.0,98108.0
NonResidential,48.5,4.396730501039078,Non-Refrigerated Warehouse,1.0,1.0,21896.0,Warehouse,,7.896089765933409,,,7.736939794871041,1981.0,98108.0
NonResidential,69.0,3.307252935485614,Non-Refrigerated Warehouse,1.0,1.0,21897.0,Warehouse,,7.630566991650338,,,6.501605808680953,1978.0,98108.0
NonResidential,90.0,2.066229647707605,Non-Refrigerated Warehouse,1.0,1.0,21898.0,Warehouse,,7.975174466188953,,,5.974674046019587,1978.0,98108.0
NonResidential,12.5,1.6074359097634274,Non-Refrigerated Warehouse,1.0,1.0,21902.0,Warehouse,,7.622598822001161,Parking,,6.6270819925417985,1979.0,98108.0
NonResidential,40.5,3.18924101973851,Office,1.0,3.0,21904.0,Small- and Mid-Sized Office,,8.218609155415374,Parking,,8.29169796323758,1974.0,98125.0
NonResidential,,4.938996066954103,Other - Recreation,1.0,1.0,21905.0,Other,,7.952883121600166,Office,6.518059914663412,8.505830351950014,1979.0,98115.0
NonResidential,63.0,1.9733863403393312,Medical Office,1.0,2.0,21907.0,Medical Office,6.380011181547446,7.824797275466353,,,6.993386324111922,1980.0,98115.0
NonResidential,66.5,3.8675485153263165,Medical Office,1.0,2.0,21909.0,Medical Office,,8.188558083858759,Parking,,8.080961727162167,1968.0,98115.0
NonResidential,,1.7859090555498793,Self-Storage Facility,1.0,2.0,21913.0,Self-Storage Facility,,7.541980190939826,,,6.805317701465802,1959.0,98105.0
NonResidential,,3.2714682749873716,Medical Office,1.0,2.0,21916.0,Mixed Use Property,,7.62871643482695,Office,6.625393790606414,7.289271216775245,1945.0,98105.0
NonResidential,85.5,3.9500892062346025,Medical Office,1.0,3.0,21917.0,Medical Office,,8.179040747390395,Parking,5.729108605165859,7.58284910868622,1967.0,98105.0
NonResidential,43.0,4.114473933517266,Non-Refrigerated Warehouse,1.0,2.0,21920.0,Warehouse,,8.045367894674134,,,7.6529571258730975,1980.0,98105.0
NonResidential,20.5,5.452025091142252,Supermarket/Grocery Store,1.0,1.0,21921.0,Supermarket / Grocery Store,,8.02821543378358,Parking,,9.377448686998934,1975.0,98105.0
NonResidential,,2.3646204839134985,Parking,1.0,1.0,21945.0,Other,,7.574696899591828,Retail Store,6.8695086054741825,7.384219794040348,1981.0,98104.0
NonResidential,,2.655352412101761,Office,1.0,3.0,21955.0,Small- and Mid-Sized Office,,7.705853150113079,Retail Store,5.89509374264012,6.858988844348376,1927.0,98199.0
NonResidential,76.5,2.9223548037492155,Worship Facility,1.0,2.0,21964.0,Worship Facility,,7.611859543647106,,,6.384183587507298,1910.0,98107.0
NonResidential,1.0,4.261058845569595,Worship Facility,1.0,2.0,22078.0,Worship Facility,,7.810962693251079,,,7.628720162912044,1901.0,98122.0
NonResidential,36.5,-0.020202707317519466,Non-Refrigerated Warehouse,1.0,2.0,22095.0,Warehouse,,7.5342642559332615,,,5.002210714113489,1957.0,98103.0
NonResidential,83.0,5.321618767950302,Retail Store,1.0,2.0,22139.0,Retail Store,,8.19113573704523,Parking,6.323315837870901,8.86138837209833,1992.0,98118.0
NonResidential,44.0,5.073046554217653,Supermarket/Grocery Store,1.0,1.0,22142.0,Supermarket / Grocery Store,,7.793185122576695,Parking,,9.014778810439212,1953.0,98118.0
SPS-District K-12,86.5,4.137803078063485,K-12 School,1.0,1.0,22149.0,K-12 School,,8.184342215108543,,,7.715022360527713,1955.0,98125.0
NonResidential,91.5,3.9593835767879835,Office,1.0,1.0,22163.0,Small- and Mid-Sized Office,,7.770234820807226,,,7.35844174952629,1967.0,98108.0
NonResidential,,3.326114575537799,Non-Refrigerated Warehouse,1.0,1.0,22165.0,Warehouse,,8.266722856708094,Office,5.485528167484689,7.349663727219022,1961.0,98108.0
NonResidential,,3.8349259550431793,Retail Store,1.0,2.0,22166.0,Retail Store,,8.56034856262471,,,7.922948029801686,1958.0,98108.0
NonResidential,95.0,4.2181832991257,K-12 School,1.0,3.0,22223.0,K-12 School,,8.099623202540034,,,7.619617913691161,1922.0,98107.0
NonResidential,10.5,5.274639239193459,Supermarket/Grocery Store,1.0,1.0,22230.0,Supermarket / Grocery Store,,7.906204415071464,,,9.188050208060845,1966.0,98107.0
NonResidential,33.0,5.916700590612802,Supermarket/Grocery Store,1.0,1.0,22240.0,Supermarket / Grocery Store,8.293570106744284,9.021349372586457,Parking,,9.64278138278277,2000.0,98107.0
NonResidential,,3.7507973569289246,Other - Recreation,1.0,1.0,22252.0,Other,,7.997292271442572,Office,6.079118877358859,7.349536683527457,1961.0,98125.0
NonResidential,,3.6560979645895566,Other,1.0,2.0,22259.0,Mixed Use Property,,7.970049535048697,Retail Store,6.772266057918803,7.111784689589434,1910.0,98107.0
NonResidential,2.5,4.423408472452651,Non-Refrigerated Warehouse,1.0,3.0,22261.0,Warehouse,,8.256719534834028,Office,6.787678587226551,8.19583247151137,1975.0,98107.0
NonResidential,2.0,1.7056567701746432,Non-Refrigerated Warehouse,1.0,1.0,22264.0,Warehouse,,8.216427801359243,,,6.7771199339264,1980.0,98107.0
Nonresidential COS,,3.398192872641857,Library,1.0,1.0,22312.0,Other,7.277287636712744,7.951771756140762,Other - Services,5.662958480133946,7.327397391303143,2004.0,98107.0
NonResidential,,1.8656293177945105,Social/Meeting Hall,1.0,2.0,22327.0,Other,,7.60091078206745,,,5.853084910906656,1924.0,98107.0
NonResidential,,2.5560638441043286,Strip Mall,1.0,2.0,22332.0,Other,,7.932753750305001,Parking,,7.070566225439059,1928.0,98107.0
NonResidential,,3.600321427132145,Other,1.0,2.0,22420.0,Other,,7.935649553417027,,,8.599689461686442,1942.0,98107.0
NonResidential,68.0,3.5596246182566738,Worship Facility,1.0,1.0,22438.0,Worship Facility,,8.231499395112762,,,7.217520085716536,1975.0,98107.0
NonResidential,50.5,2.4956817229559585,Retail Store,1.0,1.0,22440.0,Retail Store,,7.688556789792959,,,7.072113574935278,1996.0,98107.0
NonResidential,88.0,3.8264651170664994,Office,1.0,2.0,22441.0,Small- and Mid-Sized Office,,8.154509672640614,,,7.9393022764290615,1979.0,98107.0
NonResidential,100.0,1.2781522025001875,Office,1.0,3.0,22446.0,Small- and Mid-Sized Office,,7.7469461242262145,,,5.5269391660217595,1903.0,98107.0
NonResidential,80.5,3.4863041682927136,Retail Store,1.0,1.0,22454.0,Retail Store,,7.64150978628686,,,7.422780777001639,1967.0,98134.0
NonResidential,27.0,5.503439503264428,Supermarket/Grocery Store,1.0,1.0,22479.0,Supermarket / Grocery Store,,7.783557443942874,,,9.205649357006083,1961.0,98119.0
NonResidential,,2.102303210823098,Office,1.0,3.0,22480.0,Small- and Mid-Sized Office,,7.804503625298773,Fitness Center/Health Club/Gym,6.795712435017109,7.094065340880126,1992.0,98119.0
NonResidential,85.0,2.7245795030534206,Office,1.0,3.0,22486.0,Small- and Mid-Sized Office,,7.784215071478615,Parking,5.917850729762736,6.896094869730319,1982.0,98119.0
NonResidential,1.0,3.5419733025409363,Non-Refrigerated Warehouse,1.0,1.0,22502.0,Warehouse,,7.7741487201283626,Office,6.140994281076946,7.642109113504407,1974.0,98199.0
NonResidential,,0.46373401623214006,Manufacturing/Industrial Plant,1.0,1.0,22504.0,Other,,7.674371546898082,,,5.483819869474379,1965.0,98199.0
NonResidential,87.5,2.2326989655298792,Office,1.0,4.0,22509.0,Small- and Mid-Sized Office,6.659669019786335,8.264069859776843,Parking,6.659669019786335,7.252117078012336,2008.0,98199.0
NonResidential,72.5,3.5891972308407842,Non-Refrigerated Warehouse,1.0,1.0,22511.0,Warehouse,,8.572570475153295,,,7.394265456912545,1960.0,98199.0
NonResidential,66.0,3.8233010753673415,Retail Store,1.0,1.0,22519.0,Retail Store,,8.022289715615855,,,7.746063721659996,1989.0,98117.0
NonResidential,,-0.3930425881096072,Self-Storage Facility,1.0,3.0,22547.0,Self-Storage Facility,,7.965188671448162,,,4.630403833988048,1980.0,98119.0
NonResidential,80.0,1.5260563034950492,Office,1.0,2.0,22574.0,Small- and Mid-Sized Office,,7.528388037640138,,,6.601318048449902,1961.0,98119.0
NonResidential,87.0,2.6052789230662645,Distribution Center,1.0,2.0,22577.0,Distribution Center,,8.128813833209469,Non-Refrigerated Warehouse,7.376465752462253,6.471026266407862,1960.0,98119.0
NonResidential,,2.3813962734183356,Distribution Center,1.0,1.0,22579.0,Distribution Center,,8.11357418097269,Office,5.942787215052768,6.2749436723071215,1968.0,98199.0
NonResidential,96.5,1.7343068944799696,Office,1.0,4.0,22585.0,Small- and Mid-Sized Office,6.268507601375905,7.93780762460768,Parking,6.1345737132740235,6.745477962765581,2007.0,98199.0
NonResidential,83.0,1.397481550510455,Office,1.0,4.0,22607.0,Small- and Mid-Sized Office,,7.639053605527657,,,6.417339979294752,1979.0,98199.0
NonResidential,80.0,1.8741072105768086,Office,1.0,4.0,22609.0,Small- and Mid-Sized Office,,7.93847071063423,,,6.964370515046807,1994.0,98199.0
NonResidential,100.0,0.4885800148186709,Non-Refrigerated Warehouse,1.0,4.0,22650.0,Warehouse,,8.281060444573217,Retail Store,6.159030643563044,5.6189803404121506,1927.0,98107.0
NonResidential,,2.072542799988679,Office,1.0,4.0,22654.0,Small- and Mid-Sized Office,,7.66844092195272,Restaurant,6.199263189200922,7.1143036979967995,1901.0,98107.0
NonResidential,,5.662074671256411,Other,1.0,3.0,22672.0,Other,6.123644642741833,8.354748160364375,Parking,5.596267105635274,8.95693382810949,1900.0,98107.0
NonResidential,27.0,3.521791277960571,Office,1.0,2.0,22676.0,Small- and Mid-Sized Office,,7.688556789792959,,,7.521991110002867,1968.0,98107.0
NonResidential,92.5,2.688527534613346,Office,1.0,1.0,22678.0,Small- and Mid-Sized Office,,7.63533554627997,,,6.458091838275545,1966.0,98107.0
NonResidential,,2.6606091265020737,Self-Storage Facility,1.0,2.0,22679.0,Self-Storage Facility,,7.7096101989907915,,,6.2141227643766745,1902.0,98107.0
NonResidential,,4.078215180292217,Strip Mall,1.0,3.0,22684.0,Mixed Use Property,,7.830536437752707,Office,6.6352025990194985,7.747722701498299,1909.0,98107.0
Nonresidential COS,,5.6829162819748165,Other - Recreation,0.0,2.0,22801.0,Other,,7.907709409198739,Fitness Center/Health Club/Gym,5.5053610067176075,9.116207310580467,1996.0,98125.0
NonResidential,59.0,3.7017956793804827,Office,1.0,2.0,22804.0,Small- and Mid-Sized Office,,8.155897301619211,,,7.796284286623085,1931.0,98125.0
NonResidential,60.0,3.5161616334626764,K-12 School,1.0,3.0,22810.0,K-12 School,,7.708901614670873,,,7.225806439085288,1930.0,98125.0
NonResidential,26.0,3.2744997286161976,Distribution Center,1.0,1.0,22818.0,Distribution Center,,7.713768209139455,Non-Refrigerated Warehouse,5.784319337138213,6.804717052030958,1980.0,98106.0
NonResidential,94.5,0.28893129185221283,Worship Facility,1.0,1.0,22830.0,Worship Facility,,7.7000647861472595,,,5.459303543697816,1971.0,98126.0
NonResidential,4.5,4.894213831079004,K-12 School,3.0,2.0,22834.0,K-12 School,,7.976547325303416,,,8.481560081703678,2004.0,98105.0
NonResidential,,2.922623801733353,Parking,1.0,3.0,22860.0,Mixed Use Property,7.660507485983059,8.555335394817673,Office,7.688599342079087,7.927134471617395,1996.0,98103.0
NonResidential,,4.064400685849028,Other,1.0,2.0,22863.0,Other,,7.541881644499736,Office,5.361853387350024,7.481292444510328,1957.0,98199.0
NonResidential,58.0,2.2664396463576924,Office,1.0,4.0,22866.0,Small- and Mid-Sized Office,6.915629278483159,8.234609894312664,,,7.286270936114797,1983.0,98199.0
NonResidential,48.0,2.514465452029545,Office,1.0,4.0,22867.0,Small- and Mid-Sized Office,7.282602200206151,8.262225349067164,Parking,7.016463018430846,7.5423962012227275,1983.0,98199.0
NonResidential,,3.666378188767423,Office,1.0,2.0,22881.0,Mixed Use Property,,8.58584253361896,Other - Services,7.498889167675139,7.778431083993718,1960.0,98119.0
NonResidential,8.5,3.4114776910697118,Non-Refrigerated Warehouse,1.0,2.0,22883.0,Warehouse,,8.207781088298534,Office,7.16703587691022,7.604263020824105,1955.0,98119.0
Nonresidential COS,,4.783065293829132,Other - Entertainment/Public Assembly,1.0,1.0,22936.0,Other,,8.030696824634965,,,8.351504298323352,1932.0,98112.0
