BuildingType,ENERGYSTARScore,GHGEmissions(MetricTonsCO2e),LargestPropertyUseType,NumberofBuildings,NumberofFloors,OSEBuildingID,PrimaryPropertyType,PropertyGFAParking(m2),PropertyGFATotal(m2),SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA(m2),SiteEnergyUseWN(GJ),YearBuilt,ZipCode
NonResidential,74.5,2.1120297312729877,Office,1.0,2.0,22940.0,Small- and Mid-Sized Office,,7.848429668392282,,,7.153715816750455,1982.0,98133.0
NonResidential,94.0,1.2864740258376797,Retail Store,1.0,1.0,22953.0,Retail Store,,7.749711934186563,,,6.305145002248978,1965.0,98125.0
NonResidential,4.0,4.418358563921272,Senior Care Community,1.0,5.0,22955.0,Senior Care Community,,8.308011623762537,Parking,,8.397164201275988,1998.0,98125.0
NonResidential,89.0,2.8939763645996033,Office,1.0,3.0,22962.0,Small- and Mid-Sized Office,7.838699448222678,8.863670334374476,,,7.954030311454848,1987.0,98133.0
NonResidential,,3.7627106022411367,Non-Refrigerated Warehouse,1.0,2.0,23008.0,Mixed Use Property,,7.997573481899205,Retail Store,7.289665769617792,7.759559417193933,1952.0,98125.0
NonResidential,66.0,2.62575495837538,Retail Store,1.0,1.0,23011.0,Retail Store,,8.260017047840904,,,7.709627223368386,1966.0,98125.0
NonResidential,58.0,3.4244255077813626,Medical Office,1.0,3.0,23017.0,Medical Office,,7.893354354522263,,,7.3467733403495314,1988.0,98125.0
NonResidential,,-0.18632957819149337,Self-Storage Facility,2.0,2.0,23020.0,Self-Storage Facility,,8.038434214773748,Office,4.515426986712962,4.897981154907232,1977.0,98125.0
Nonresidential COS,,4.407145985466846,Other - Recreation,2.0,1.0,23022.0,Other,,7.949217476335666,,,8.005498019494471,2005.0,98125.0
NonResidential,89.0,3.828097770490385,K-12 School,1.0,2.0,23040.0,K-12 School,,8.292174919911758,,,7.2105209733597535,1924.0,98106.0
NonResidential,,3.9357395320454622,"Repair Services (Vehicle, Shoe, Locksmith, etc)",1.0,1.0,23049.0,Other,,7.678291515733364,Office,6.852472418321614,7.584122125971436,1963.0,98108.0
NonResidential,48.5,4.192151622225013,Office,1.0,2.0,23051.0,Small- and Mid-Sized Office,,7.954482625768567,Non-Refrigerated Warehouse,6.689462450267447,8.190798930940591,1988.0,98106.0
NonResidential,,3.4442568711226023,Other,1.0,2.0,23056.0,Other,,7.832712396124775,,,7.085521851989314,1920.0,98109.0
NonResidential,,5.191789503138204,Other,5.0,1.0,23064.0,Other,,7.674242055153,,,8.205955608725857,1970.0,98133.0
NonResidential,76.0,2.3617969526258915,Medical Office,1.0,2.0,23065.0,Medical Office,,8.079994899926556,Parking,,7.397376448251699,1979.0,98133.0
NonResidential,86.5,8.058760756931578,Hospital (General Medical & Surgical),8.0,1.0,23071.0,Hospital,,10.561356622016401,Parking,10.118179363191487,11.545154572837708,1966.0,98133.0
NonResidential,,3.9200903765059048,Worship Facility,1.0,2.0,23076.0,Worship Facility,,8.331954835880099,Medical Office,4.5562489812332165,7.509331359419235,1965.0,98133.0
NonResidential,16.0,4.826151401137618,Supermarket/Grocery Store,1.0,1.0,23098.0,Supermarket / Grocery Store,,7.604388562577685,,,8.744333421304678,1965.0,98144.0
NonResidential,60.5,8.095485890137192,Medical Office,1.0,3.0,23113.0,Medical Office,,10.915030908417213,Parking,10.174852545248772,11.599122171465813,1964.0,98112.0
NonResidential,56.5,1.0577902941478545,Distribution Center,1.0,1.0,23115.0,Distribution Center,,8.290428194576817,,,6.148864154237697,1979.0,98108.0
Campus,,4.551874888929868,Adult Education,5.0,1.0,23117.0,Other,,8.591171450343849,,,8.202590616195172,2005.0,98108.0
NonResidential,,4.76575725063604,Other - Services,1.0,1.0,23120.0,Other,,7.798536408185193,Office,6.607240861444969,8.160019643293667,1971.0,98108.0
NonResidential,92.0,0.7793248768009975,Non-Refrigerated Warehouse,1.0,2.0,23158.0,Warehouse,,7.783480047557247,,,5.777722320008506,1956.0,98144.0
NonResidential,,3.692373343368192,Office,1.0,1.0,23161.0,Small- and Mid-Sized Office,,8.341435900402288,,,7.2937523166314415,1988.0,98144.0
NonResidential,76.0,2.5289235352047745,Medical Office,1.0,4.0,23163.0,Medical Office,7.670782741835566,8.311486945640723,,,7.548527727422008,1995.0,98144.0
NonResidential,88.0,2.986943767520912,Office,1.0,5.0,23164.0,Small- and Mid-Sized Office,7.6269077072255484,8.784783255925138,Parking,7.786378320284515,7.683399519167864,2001.0,98144.0
SPS-District K-12,95.5,2.2497116033869773,K-12 School,1.0,1.0,23204.0,K-12 School,,8.454440181403738,,,7.07868662883456,1971.0,98108.0
NonResidential,20.0,5.823356498128597,Supermarket/Grocery Store,1.0,1.0,23228.0,Supermarket / Grocery Store,,8.349752094226838,Parking,,9.541781617416298,1994.0,98117.0
NonResidential,,0.8394096875381973,Retail Store,1.0,2.0,23231.0,Retail Store,,7.531678990498129,Office,5.784319337138213,5.906841376261543,1979.0,98133.0
Campus,,5.1703703522174145,Other,5.0,2.0,23265.0,Other,,9.465361013101631,,,9.115528484151787,1989.0,98134.0
NonResidential,55.5,3.177220149599368,Office,1.0,2.0,23268.0,Small- and Mid-Sized Office,,8.236727391533668,Parking,,8.018188935859113,1997.0,98134.0
NonResidential,,0.7608058290337599,Non-Refrigerated Warehouse,1.0,1.0,23277.0,Warehouse,,7.5372389730500045,Office,4.93702147675101,5.710499872767209,1900.0,98134.0
NonResidential,92.0,2.3365033111975064,Office,1.0,7.0,23299.0,Small- and Mid-Sized Office,7.56766253633511,8.527405684115847,Parking,7.239606569745056,7.421281390917704,1970.0,98104.0
NonResidential,,6.493806788525523,Museum,1.0,1.0,23310.0,Other,,8.396466801956798,Parking,,9.563497008521933,1951.0,98104.0
NonResidential,,7.014140269686151,Medical Office,1.0,0.0,23311.0,Medical Office,,10.14675532204709,Parking,9.443872961870321,10.210944931660883,1945.0,98104.0
NonResidential,69.0,4.119931084099578,Office,1.0,3.0,23313.0,Small- and Mid-Sized Office,,7.589418013662385,,,7.322150494273924,1956.0,98122.0
NonResidential,,3.2827891506118534,Other,1.0,2.0,23320.0,Other,,8.245664876802557,,,8.291343193420152,1921.0,98118.0
NonResidential,94.0,1.3493710070152927,Office,1.0,3.0,23331.0,Small- and Mid-Sized Office,7.095736199325353,8.04548702029224,Parking,7.095736199325353,6.40641116854376,1985.0,98125.0
NonResidential,99.5,1.2864740258376797,Non-Refrigerated Warehouse,1.0,1.0,23342.0,Warehouse,,7.619685491462804,,,5.071051300114712,1977.0,98165.0
NonResidential,,3.8325468039263493,Other,1.0,1.0,23343.0,Other,,7.9380729117826005,,,7.206264955488284,1969.0,98125.0
NonResidential,,5.619258909585547,Office,1.0,11.0,23368.0,Mixed Use Property,,9.242320043148478,Multifamily Housing,8.242148389662432,9.227487746926492,1909.0,98011.0
NonResidential,,3.9394436010041383,Other - Utility,1.0,1.0,23396.0,Other,,8.225149694983003,Office,6.741258334156835,7.650107023960869,1997.0,98106.0
NonResidential,,3.5028510353886553,Other,1.0,2.0,23397.0,Other,,7.86764617839986,,,8.045050320701854,1966.0,98106.0
NonResidential,69.0,3.057062528705597,Office,1.0,2.0,23400.0,Small- and Mid-Sized Office,,8.72851768585171,Non-Refrigerated Warehouse,7.42192812653901,8.085010357066082,1988.0,98103.0
NonResidential,81.0,4.180751589962839,Office,1.0,3.0,23404.0,Small- and Mid-Sized Office,,7.75645402582954,,,7.450486688840449,1959.0,98122.0
NonResidential,57.5,4.719792676824789,Hotel,1.0,6.0,23408.0,Hotel,,8.108665921913772,,,8.022988239427107,1928.0,98104.0
NonResidential,90.0,4.440118640359091,Hotel,1.0,9.0,23410.0,Hotel,,8.402882371738887,,,7.970814176951439,1928.0,98101.0
NonResidential,,4.82895353258964,Supermarket/Grocery Store,1.0,2.0,23416.0,Mixed Use Property,,7.9203774792369455,Office,7.0965057261043825,8.56503373847727,1960.0,98104.0
NonResidential,,3.444097215977376,Office,1.0,2.0,23418.0,Small- and Mid-Sized Office,,7.6873645900434715,Other,4.5945311678042335,7.23922520164656,1989.0,98104.0
Nonresidential COS,34.0,4.705422677877183,Office,1.0,2.0,23419.0,Small- and Mid-Sized Office,,7.590967418860019,,,8.153842768188962,1973.0,98134.0
NonResidential,70.0,3.1945831322991562,Office,1.0,4.0,23459.0,Small- and Mid-Sized Office,7.292325514077285,8.576535601319616,Parking,7.877593339127725,7.773898271951541,1984.0,98119.0
NonResidential,,5.800304041646823,Restaurant,1.0,2.0,23503.0,Restaurant,,7.546993225471172,Office,4.685135456571146,9.20981814500241,1902.0,98126.0
NonResidential,13.5,3.6232736970159425,Distribution Center,1.0,1.0,23504.0,Distribution Center,,8.252612554452003,,,7.5605529159064915,1952.0,98134.0
NonResidential,,2.6060174755370586,Performing Arts,1.0,3.0,23566.0,Other,,8.086218480636974,,,6.824741750355036,1912.0,98119.0
NonResidential,12.5,3.4613513044819024,Non-Refrigerated Warehouse,1.0,1.0,23618.0,Warehouse,,8.17583063932666,,,7.109881428493134,1957.0,98119.0
Campus,,6.327525985077267,Other,23.0,1.0,23622.0,Other,,10.093164493407382,,,10.542895068899288,1955.0,98119.0
NonResidential,74.0,3.9970073293331434,Office,1.0,3.0,23653.0,Small- and Mid-Sized Office,,8.421824442267962,Parking,7.107445666142716,7.784422594656062,1989.0,98103.0
NonResidential,89.5,2.3735094313307443,Office,1.0,4.0,23671.0,Small- and Mid-Sized Office,7.423926129201683,8.450217294251175,,,7.522531910394187,1959.0,98102.0
NonResidential,,2.8619151258196514,Office,1.0,4.0,23672.0,Small- and Mid-Sized Office,7.618316940544401,8.582158007917027,Parking,7.509633706958116,7.94324026561131,1986.0,98102.0
NonResidential,,1.4973884086254776,Office,1.0,3.0,23673.0,Small- and Mid-Sized Office,6.605482729634571,7.786262550511873,Parking,6.7466208641073955,6.59217585994053,1969.0,98102.0
NonResidential,67.0,2.703037659278666,Office,1.0,3.0,23674.0,Small- and Mid-Sized Office,7.618408235564321,8.576920748643227,Parking,7.618408235564321,7.722530113314963,2000.0,98102.0
NonResidential,46.5,3.3048700180350616,Worship Facility,1.0,2.0,23689.0,Worship Facility,,7.718900245897884,Parking,,7.0778803306913884,1957.0,98106.0
NonResidential,77.5,2.5502261159086426,Worship Facility,1.0,1.0,23691.0,Worship Facility,,7.6972845493001545,,,6.202256186321024,1963.0,98106.0
NonResidential,,2.365559892155434,Non-Refrigerated Warehouse,1.0,1.0,23701.0,Warehouse,,7.994162378433645,Office,5.917850729762736,7.3848914614687216,1963.0,98108.0
NonResidential,,5.179899754590695,Social/Meeting Hall,1.0,1.0,23711.0,Other,,8.424722699220686,,,8.513097677861051,1917.0,98136.0
NonResidential,,4.069026754237811,Worship Facility,1.0,3.0,23712.0,Worship Facility,,7.957121106753295,Other - Recreation,6.985144335173419,7.577715767640281,1952.0,98136.0
NonResidential,49.0,5.05209708390385,Supermarket/Grocery Store,1.0,1.0,23716.0,Supermarket / Grocery Store,,8.74294295129661,,,8.915023269818047,1959.0,98118.0
SPS-District K-12,,3.942552210462969,K-12 School,1.0,1.0,23722.0,K-12 School,,8.219710559817187,,,6.924216828834948,1958.0,98117.0
NonResidential,,1.1378330018213911,Non-Refrigerated Warehouse,1.0,1.0,23730.0,Warehouse,,8.381065468681749,,,6.156533677499354,1948.0,98119.0
NonResidential,,2.7447035187502453,Non-Refrigerated Warehouse,1.0,1.0,23736.0,Warehouse,,8.393422276073055,Office,6.692462683304953,7.003710411366645,1931.0,98119.0
NonResidential,100.0,4.058026299547989,Office,1.0,2.0,23742.0,Small- and Mid-Sized Office,6.217955322213074,8.293128508150222,,,7.336863844045907,1979.0,98119.0
NonResidential,,3.1186134029298067,Other,1.0,1.0,23743.0,Mixed Use Property,,7.717743698887513,Non-Refrigerated Warehouse,6.4473018176518915,7.128582144309455,1931.0,98119.0
NonResidential,98.5,3.204574040157341,Office,1.0,2.0,23744.0,Small- and Mid-Sized Office,,7.560288120459944,,,6.712175675850632,1940.0,98119.0
NonResidential,56.0,2.711377991194885,Non-Refrigerated Warehouse,1.0,1.0,23757.0,Warehouse,,7.604249683332965,,,6.46375761377624,1927.0,98134.0
NonResidential,9.0,1.9558604799084813,Worship Facility,1.0,1.0,23762.0,Worship Facility,,8.110732557664818,,,6.975574003123299,1977.0,98146.0
NonResidential,84.0,2.98618686071046,Office,1.0,3.0,23768.0,Small- and Mid-Sized Office,,7.9902047139406775,Retail Store,7.166390507413796,7.5014280590784335,1916.0,98103.0
NonResidential,13.0,1.5769147207285403,Non-Refrigerated Warehouse,1.0,1.0,23834.0,Warehouse,,7.793261771486402,,,6.716352548066907,1953.0,98134.0
NonResidential,77.0,1.7526720805200082,Office,1.0,2.0,23835.0,Small- and Mid-Sized Office,,7.6964827430832905,,,6.8262545108685595,1983.0,98134.0
NonResidential,15.5,2.347080332880597,Office,1.0,2.0,23836.0,Small- and Mid-Sized Office,,7.718776394107035,,,7.3901081092315595,1983.0,98134.0
NonResidential,49.5,3.0729247693838966,Office,1.0,3.0,23846.0,Small- and Mid-Sized Office,,8.05879885715566,,,7.558669237806616,1979.0,98121.0
NonResidential,,4.779207523194349,Restaurant,1.0,2.0,23848.0,"Restaurant
",,8.228403992405958,Office,7.291945983425629,8.266552996234246,1902.0,98121.0
NonResidential,,6.363829506469269,Restaurant,1.0,1.0,23854.0,Restaurant,,8.309544997828558,,,9.385093928187999,1900.0,98101.0
NonResidential,42.5,3.559340082758951,Office,1.0,2.0,23857.0,Mixed Use Property,7.176524764858759,8.807096854371391,Retail Store,7.6707394246017975,8.57890789605856,1900.0,98101.0
NonResidential,63.5,4.7527708900536565,Office,1.0,2.0,23858.0,Small- and Mid-Sized Office,,7.9981356656856395,Retail Store,7.205773981208604,8.236388323770832,1900.0,98101.0
NonResidential,,2.946279389834461,Office,1.0,3.0,23861.0,Small- and Mid-Sized Office,,8.002279812953612,Retail Store,7.186135467057083,7.965926283470057,1906.0,98105.0
NonResidential,85.0,3.908817874479198,Office,1.0,3.0,23867.0,Small- and Mid-Sized Office,,8.070339413257564,Non-Refrigerated Warehouse,7.274716280191814,7.746677020899198,1914.0,98134.0
SPS-District K-12,66.5,3.7764323511217976,K-12 School,1.0,2.0,23877.0,K-12 School,,8.494443576411715,,,7.670796554112903,1971.0,98108.0
NonResidential,6.0,2.603800179728411,Medical Office,1.0,3.0,23888.0,Medical Office,7.016463018430846,8.2280070882531,Parking,7.329569143222785,7.623666463647486,1984.0,98116.0
NonResidential,65.0,3.4472854858549105,Distribution Center,1.0,1.0,23896.0,Distribution Center,,7.919972415940268,Office,7.213878421172324,7.083284612161421,1990.0,98108.0
NonResidential,45.0,4.0343291298121144,K-12 School,1.0,2.0,23906.0,K-12 School,,7.603879244358549,,,7.539381500648612,1922.0,98144.0
NonResidential,48.5,3.5613301331669613,Office,1.0,3.0,23910.0,Small- and Mid-Sized Office,,7.758400363160223,Retail Store,6.6109979103226815,7.541116370069115,1907.0,98144.0
NonResidential,100.0,2.1329823086078656,Office,1.0,1.0,23912.0,Small- and Mid-Sized Office,,8.339728828944764,,,5.755720402114867,1947.0,98133.0
NonResidential,76.5,2.2844211223663744,Office,1.0,2.0,23918.0,Small- and Mid-Sized Office,,7.874276820546025,,,7.273148485547145,1963.0,98144.0
NonResidential,55.5,3.120159851929043,Office,1.0,3.0,23928.0,Small- and Mid-Sized Office,,7.976993896283725,Medical Office,6.140994281076946,7.700469888737236,1999.0,98122.0
NonResidential,91.5,2.217027204632399,Distribution Center,1.0,1.0,23930.0,Distribution Center,,9.606730183876673,,,7.23689250378944,1968.0,98134.0
NonResidential,13.0,5.062405141581006,Non-Refrigerated Warehouse,1.0,1.0,23934.0,Warehouse,,8.512172165536603,,,8.55802002812381,1960.0,98134.0
NonResidential,54.5,4.20707783220934,Non-Refrigerated Warehouse,1.0,1.0,23935.0,Warehouse,,8.179926279418572,Office,6.6109979103226815,7.685358115464867,1924.0,98134.0
NonResidential,,1.3270750014599193,Self-Storage Facility,1.0,1.0,23936.0,Self-Storage Facility,,7.7850654774053965,,,6.403723193923558,1930.0,98134.0
NonResidential,91.5,2.9428587839469227,Office,1.0,1.0,23951.0,Small- and Mid-Sized Office,,7.721662280014932,,,6.615861983250427,1953.0,98108.0
NonResidential,4.5,2.1938856760707046,Non-Refrigerated Warehouse,1.0,1.0,23952.0,Warehouse,,8.130073382676391,,,7.288215737195103,1966.0,98108.0
NonResidential,70.5,3.132009891846539,K-12 School,1.0,2.0,23956.0,K-12 School,,7.706396707921289,,,6.943392750035577,1931.0,98115.0
NonResidential,,3.7584055167625463,Non-Refrigerated Warehouse,1.0,1.0,23958.0,Warehouse,,7.566317029164315,,,7.215175322005706,1949.0,98134.0
NonResidential,67.5,2.849839073373588,Distribution Center,1.0,1.0,23960.0,Distribution Center,,7.592561268813032,Office,6.653698139854709,6.675562719819428,1947.0,98134.0
NonResidential,32.0,1.0732944806838198,Non-Refrigerated Warehouse,1.0,1.0,23963.0,Warehouse,,8.185585545321036,,,6.092683324869839,1936.0,98134.0
NonResidential,,4.422448549172797,Non-Refrigerated Warehouse,1.0,1.0,23964.0,Warehouse,,7.562848817595388,Office,4.93702147675101,7.696177705269174,1950.0,98134.0
NonResidential,,3.4963560348353853,Manufacturing/Industrial Plant,1.0,1.0,23969.0,Other,,7.714141583410008,Parking,,8.50641853381112,1960.0,98134.0
NonResidential,,3.3134584673541485,Refrigerated Warehouse,1.0,1.0,23971.0,Refrigerated Warehouse,,7.765320806004797,Office,5.34957253124866,8.333027362917038,1955.0,98134.0
Nonresidential COS,79.5,2.89314568477889,Non-Refrigerated Warehouse,1.0,1.0,23975.0,Warehouse,,7.6584484748948585,Other,5.764116629820694,6.652626413364411,1985.0,98134.0
Nonresidential COS,,5.041584714740191,Office,1.0,1.0,23976.0,Mixed Use Property,,7.6713889861705935,Other - Public Services,6.978241805610648,8.517947280723414,1985.0,98134.0
NonResidential,96.5,1.3363159913136493,Refrigerated Warehouse,1.0,1.0,23977.0,Refrigerated Warehouse,,8.258453889944303,,,6.355594796637411,1951.0,98134.0
NonResidential,,5.1306085221219275,Other,1.0,2.0,24009.0,Other,,8.523683618312653,,,8.728732086693602,1994.0,98108.0
SPS-District K-12,83.0,3.4984753211266257,K-12 School,1.0,2.0,24012.0,K-12 School,,8.698113059423294,,,7.766984676040493,2000.0,98108.0
NonResidential,46.5,4.6515765588022475,K-12 School,1.0,2.0,24018.0,K-12 School,,8.275208058603761,,,7.997500665008294,1912.0,98118.0
NonResidential,,3.0608175202099255,Self-Storage Facility,1.0,1.0,24026.0,Self-Storage Facility,,7.6713889861705935,,,7.0071349892985495,1955.0,98118.0
NonResidential,97.0,2.5148699009733795,Worship Facility,1.0,3.0,24029.0,Worship Facility,,7.662474914751904,Parking,,6.161820250566847,1981.0,98118.0
NonResidential,100.0,2.130609828254235,Retail Store,1.0,2.0,24030.0,Retail Store,7.392098732135153,8.52444020852599,Supermarket/Grocery Store,6.140994281076946,7.149923708001158,2002.0,98118.0
SPS-District K-12,92.0,3.69199958145018,K-12 School,1.0,1.0,24035.0,K-12 School,,8.255513349369478,,,7.339497014804256,1961.0,98178.0
NonResidential,,2.4432162227337915,Self-Storage Facility,1.0,6.0,24070.0,Self-Storage Facility,6.496148068643739,8.406479610113966,,,6.716559062287849,2006.0,98115.0
NonResidential,67.0,2.881162818810855,Non-Refrigerated Warehouse,1.0,1.0,24083.0,Warehouse,,8.489030636974908,,,6.820599399695962,1937.0,98134.0
NonResidential,,2.295056826573254,"Repair Services (Vehicle, Shoe, Locksmith, etc)",1.0,4.0,24085.0,Other,,7.556847444438381,,,5.8805916275077434,1920.0,98134.0
Campus,,6.416495326335854,Other,10.0,0.0,24086.0,Other,,9.97384853015815,Parking,,10.29562200807585,1991.0,98134.0
NonResidential,99.5,0.506817602368452,Retail Store,1.0,1.0,24089.0,Retail Store,,7.785026838275545,,,5.524865707741192,1944.0,98134.0
NonResidential,98.5,2.464703942470481,Non-Refrigerated Warehouse,1.0,1.0,24091.0,Warehouse,,8.35675707011502,Office,7.631558563372633,6.759927665430077,1960.0,98134.0
NonResidential,,1.5922917535991299,Other,1.0,1.0,24099.0,Other,,7.977248990191552,,,6.545585783501307,1972.0,98134.0
NonResidential,,3.049509979234462,Other,1.0,1.0,24100.0,Other,,8.000412398778815,,,6.650306767144074,1910.0,98134.0
NonResidential,45.0,3.461665128429245,Non-Refrigerated Warehouse,1.0,1.0,24102.0,Warehouse,,7.5529563889454145,Office,6.164710807694262,6.907769369737862,1966.0,98134.0
