OSEBuildingID,BuildingType,PrimaryPropertyType,ZipCode,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal(m2),PropertyGFAParking(m2),LargestPropertyUseType,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA(m2),ENERGYSTARScore,SiteEnergyUseWN(GJ),GHGEmissions(MetricTonsCO2e)
619,Nonresidential COS,Other,98104.0,1906,1.0,3,8.747454626417522,,Other,Office,7.512428779289812,,7.666279539789299,2.5645646680934537
620,NonResidential,Mixed Use Property,98134.0,1910,1.0,3,8.569330579376551,,Office,Distribution Center,7.424702053421735,37.5,7.815984923138141,3.420182681573236
621,NonResidential,Warehouse,98134.0,1922,1.0,1,8.948612252236122,,Non-Refrigerated Warehouse,Retail Store,7.679236898468894,84.5,7.910838937202651,4.217520437749928
622,NonResidential,Other,98134.0,1953,1.0,2,8.868088651984516,,Other,Distribution Center,7.42192812653901,,8.434496307929633,4.756001075690675
623,NonResidential,Distribution Center,98134.0,1962,1.0,2,9.06191679782242,,Distribution Center,Office,7.1294196107103,56.5,8.119239778655523,4.263524590592881
624,NonResidential,Other,98134.0,1941,2.0,2,9.364013510178015,,Manufacturing/Industrial Plant,,,,8.397023936265306,4.370523223415452
625,NonResidential,Large Office,98134.0,1900,1.0,4,9.391368773004517,7.781930860570417,Office,,,82.5,8.391476346188083,3.3719402005950374
626,NonResidential,Warehouse,98134.0,1954,1.0,1,8.898647014700746,,Non-Refrigerated Warehouse,,,78.0,6.73775383158962,2.740194654428777
627,NonResidential,Small- and Mid-Sized Office,98134.0,1904,1.0,4,8.608585208655258,,Office,Non-Refrigerated Warehouse,6.982561466755164,,7.626299515911589,3.7184382563554808
628,NonResidential,Distribution Center,98134.0,1910,1.0,6,8.857012651828333,6.911102502773019,Distribution Center,Office,6.882931625806323,22.0,7.835143527668666,2.8154087194227095
629,NonResidential,Distribution Center,98134.0,1907,1.0,4,8.561717902088033,,Distribution Center,Non-Refrigerated Warehouse,6.758339748220609,,7.008892358197014,1.9892432737616872
630,NonResidential,Small- and Mid-Sized Office,98104.0,1904,1.0,4,8.733887994124652,,Office,Retail Store,6.884264071040102,32.5,8.58750152409953,4.670723816727531
632,NonResidential,Small- and Mid-Sized Office,98104.0,1909,1.0,6,8.852877128199331,6.911102502773019,Office,Parking,6.921969172002411,79.5,8.054784265412797,3.022617602335373
633,NonResidential,Large Office,98104.0,1904,1.0,7,9.748240596785948,,Office,Data Center,3.630154249262441,78.0,9.265973037250308,4.24642166510245
634,NonResidential,Large Office,98104.0,2009,1.0,7,10.194006301805196,,Office,Retail Store,7.024927096842975,38.0,10.246780796315887,5.259134652672774
635,NonResidential,Small- and Mid-Sized Office,98134.0,1914,1.0,2,8.698407621651693,,Office,,,51.0,8.783778786161049,5.202191854450653
637,NonResidential,Mixed Use Property,98134.0,2009,1.0,6,10.187548179462699,9.248035344178472,Parking,Office,9.220580452024237,,11.111111686965506,6.111711212202338
638,NonResidential,Warehouse,98134.0,1926,1.0,7,9.501716830173383,,Non-Refrigerated Warehouse,,,21.5,8.505366582155103,4.57779898919196
639,NonResidential,Small- and Mid-Sized Office,98104.0,1930,1.0,3,8.635719239802285,,Office,,,17.5,8.598679645123038,3.9200903765059048
641,NonResidential,Retail Store,98134.0,1993,1.0,1,9.2130392374801,,Retail Store,,,57.5,8.949572376160265,4.570061008874523
642,NonResidential,Warehouse,98134.0,1926,1.0,1,9.127524343866137,,Non-Refrigerated Warehouse,,,73.5,7.681832210735777,3.859149515821078
647,NonResidential,Distribution Center,98106.0,1953,1.0,1,8.81815906704238,,Distribution Center,,,29.5,7.9518008548610535,3.7057365711803594
649,NonResidential,Small- and Mid-Sized Office,98134.0,1930,0.0,4,8.870466712243099,,Office,,,91.0,8.138569147376762,3.4370470345558526
650,NonResidential,Small- and Mid-Sized Office,98105.0,2001,1.0,6,9.05014417651722,8.131140020271193,Office,Parking,8.07832487362422,2.5,9.054748828817901,4.035213615983344
651,NonResidential,Medical Office,98109.0,2008,1.0,5,9.392089443491708,8.217982816595715,Medical Office,Parking,8.15994244232782,15.0,9.7977702691237,5.948400457636955
652,NonResidential,Large Office,98106.0,1991,1.0,5,9.459577874892005,7.317863067710823,Office,Parking,7.317863067710823,43.0,9.049739425982724,4.030161533445187
654,NonResidential,Retail Store,98108.0,1973,1.0,1,8.567070531801098,,Retail Store,,,68.0,7.8722224801916605,4.160990236751815
656,NonResidential,Medical Office,98104.0,2004,1.0,0,9.95201171872552,,Medical Office,,,57.0,9.944016718179473,6.474330414476904
657,NonResidential,Mixed Use Property,98121.0,2006,0.0,0,10.778451582906882,,Parking,Multifamily Housing,10.361195863111874,25.0,10.790854812049561,6.886230269236544
658,NonResidential,Large Office,98104.0,2000,1.0,11,10.276199237082041,,Office,Data Center,6.087171474379439,,10.220605132452993,5.240741218410441
660,NonResidential,Small- and Mid-Sized Office,98101.0,1926,1.0,6,9.113662615032386,,Office,Data Center,7.016379681625097,,7.896318433844549,2.8769487375640237
661,NonResidential,Medical Office,98104.0,1985,1.0,10,10.577752916006581,9.862244115221333,Medical Office,,,47.0,9.827160656145871,5.3607990864193305
671,NonResidential,Medical Office,98122.0,1987,1.0,7,9.080156203142542,,Medical Office,,,61.0,8.71053198831553,3.716980884224811
673,NonResidential,Retail Store,98106.0,2005,0.0,1,9.082407635020624,,Retail Store,,,79.0,8.666735307359335,4.4937915980047025
674,NonResidential,Medical Office,98122.0,2008,1.0,9,10.244965689493458,9.15005730403958,Medical Office,Parking,8.989038281731332,59.5,9.63878276294433,4.842216642471293
675,NonResidential,Medical Office,98104.0,2008,1.0,15,10.605694774293642,10.053017286505092,Medical Office,Parking,10.053017286505092,60.0,10.998286632854839,7.545109583519075
677,NonResidential,Medical Office,98104.0,1973,1.0,19,10.299599200752686,9.584017952785738,Medical Office,Parking,8.768138068285431,51.5,9.706197620486796,5.844543917364444
678,NonResidential,Large Office,98104.0,1900,1.0,6,9.857104587139137,,Office,Retail Store,7.886465453852891,93.5,9.124074324274206,5.643997083920163
679,NonResidential,Small- and Mid-Sized Office,98104.0,1900,1.0,6,8.569330579376551,,Office,Retail Store,6.882931625806323,50.0,8.151873316447077,3.12060125559986
680,NonResidential,Small- and Mid-Sized Office,98134.0,1925,1.0,4,8.8082224876589,,Office,,,91.0,7.90576812131736,3.1027913458473986
681,NonResidential,Large Office,98109.0,2000,1.0,4,9.78459390259195,9.084295771442964,Office,Parking,8.913583003316727,93.0,8.5841314950395,3.564590928570591
682,NonResidential,Other,98121.0,2001,1.0,3,8.762222178223185,6.976248478261721,Other - Recreation,Parking,6.976248478261721,,9.066636958007622,5.494665095075083
683,NonResidential,Other,98118.0,1994,3.0,1,9.157832254128275,,Strip Mall,Parking,,,10.038640660447784,6.288620351709295
685,NonResidential,Large Office,98101.0,2008,1.0,14,10.423327644218881,,Office,Parking,9.115237305787952,83.5,9.781497738023985,4.812062396716251
689,NonResidential,Other,98109.0,1994,3.0,2,8.930145091615705,,Lifestyle Center,,,,9.572767135808522,5.64052313501701
690,NonResidential,Large Office,98101.0,2001,1.0,23,10.821147627558265,,Office,Parking,9.34228437950737,91.0,9.712831344776257,4.683056724645162
692,NonResidential,Other,98121.0,1983,1.0,6,10.151892014841945,9.81541977822073,Parking,Office,8.899129046346577,,8.655794395618893,3.636269503841639
693,NonResidential,Small- and Mid-Sized Office,98119.0,1982,1.0,5,9.123317047721002,,Office,,,90.0,8.47521539378366,3.465267042902101
694,NonResidential,Large Office,98134.0,2007,1.0,1,9.600026514410052,7.8772762758357135,Office,Multifamily Housing,8.066760030152734,16.0,9.127031269476955,4.46585064573868
696,NonResidential,Large Office,98119.0,1978,1.0,1,9.186468646525752,,Office,,,1.0,10.080150737364113,5.870327455388976
700,NonResidential,Supermarket / Grocery Store,98119.0,2008,1.0,1,8.577690598560523,,Supermarket/Grocery Store,Retail Store,7.239606569745056,31.5,9.49309102756772,5.054747868714577
701,NonResidential,Retail Store,98121.0,1978,1.0,1,8.456693013216375,,Retail Store,,,52.0,7.934540766799292,3.97902723420862
702,NonResidential,Small- and Mid-Sized Office,98119.0,1937,1.0,2,8.657544936199407,,Office,,,57.0,7.862333696710522,3.9607179269669044
703,NonResidential,Large Office,98119.0,2000,1.0,4,9.638174343636594,8.538889553875316,Office,Parking,8.538889553875316,1.5,10.148598497803972,5.129069969241354
704,NonResidential,Large Office,98119.0,2000,1.0,4,9.395630994648576,8.281060444573217,Office,Parking,8.281060444573217,1.0,10.228235284131909,5.2171073111224935
705,NonResidential,Large Office,98119.0,2000,1.0,5,9.606336356336787,8.556390068100818,Office,Parking,8.448726106890522,57.0,9.009502590816828,3.9899095440852173
706,NonResidential,Large Office,98119.0,2008,1.0,5,9.746296454935534,8.376648660588202,Office,Parking,8.376648660588202,54.5,9.672364960176578,4.652816839455444
707,NonResidential,Large Office,98119.0,1986,1.0,5,9.870103554409948,8.899078317113846,Office,Parking,8.899078317113846,95.0,8.755464242773419,4.843753921790179
708,NonResidential,Large Office,98121.0,1986,1.0,7,10.157326850106218,8.917114261080544,Office,Parking,9.00461130166429,64.5,9.513172609595605,4.493623911243179
709,NonResidential,Large Office,98121.0,1993,1.0,3,9.763359931132543,,Office,Non-Refrigerated Warehouse,6.791338339311582,77.5,9.295058649514834,4.230985697912959
710,NonResidential,Large Office,98121.0,2000,1.0,5,10.05718459121637,9.301113238788524,Office,Data Center,7.074496049681455,98.5,9.809379297727281,4.789822358120328
711,NonResidential,Warehouse,98101.0,1912,1.0,5,9.570649535555585,,Non-Refrigerated Warehouse,,,80.0,7.348045161753293,2.1701959049483004
712,NonResidential,Large Office,98006.0,1918,1.0,6,9.21595354508224,7.2187233588286315,Office,Adult Education,7.214015220078147,,8.548951016816572,3.9815490680767565
713,NonResidential,Large Office,98104.0,1905,1.0,6,9.654686667297527,,Office,Retail Store,7.517288810118503,72.0,8.871036040957577,3.8328715671227083
714,NonResidential,Large Office,98104.0,1911,1.0,5,9.794039282181666,8.002279812953612,Office,Parking,7.997292271442572,95.0,9.005665990188087,5.564290495837602
715,NonResidential,Large Office,98104.0,1910,1.0,6,9.25504278144898,,Office,Retail Store,7.309132632393665,87.0,8.521311362081194,4.407024078847165
716,NonResidential,Retail Store,98104.0,1910,1.0,6,8.98827294894817,,Other,Retail Store,7.136761406452879,,8.142402888580689,4.248852321146172
717,Nonresidential COS,Warehouse,98134.0,1985,1.0,2,9.509379172992551,,Non-Refrigerated Warehouse,Office,8.414026971808967,51.5,9.153057285314313,4.887638691386985
718,NonResidential,Large Office,98134.0,1951,1.0,2,9.258023409587118,,Office,Parking,8.58334131644615,68.5,9.242760439228007,4.88778946409741
719,NonResidential,Distribution Center,98134.0,1960,1.0,1,9.237593991510876,,Distribution Center,Office,6.934981776562963,95.0,6.9804092789663805,1.960798761549064
720,NonResidential,Warehouse,98103.0,1951,1.0,4,9.541398014550344,,Non-Refrigerated Warehouse,Office,7.942307963109813,93.0,8.106196900664631,4.487399650253583
722,NonResidential,Warehouse,98121.0,1951,1.0,3,9.118766229253945,,Non-Refrigerated Warehouse,,,11.0,8.867867471227884,4.410978456623649
723,NonResidential,Distribution Center,98134.0,1970,1.0,1,8.967360708997198,,Distribution Center,Office,7.743931107168686,53.0,8.032339436576537,3.0084016766546537
725,NonResidential,Distribution Center,98134.0,1961,1.0,1,8.826594353341564,,Distribution Center,Parking,,,8.475394230226712,4.763113664054046
727,NonResidential,Distribution Center,98134.0,1928,1.0,2,8.572429828176974,,Distribution Center,Office,5.984574361805644,,7.709482152861722,3.9163137868453024
728,NonResidential,Warehouse,98134.0,1931,1.0,2,8.645703558161125,,Non-Refrigerated Warehouse,,,13.5,8.707065872883234,5.234551879875649
729,NonResidential,Distribution Center,98134.0,1987,1.0,1,9.249233473809197,,Distribution Center,,,78.0,7.6908740033189265,3.66612246699132
730,NonResidential,Other,98134.0,1986,3.0,2,8.684861423688455,,Other - Public Services,Parking,,,9.023385421289706,5.10230248262208
731,NonResidential,Mixed Use Property,98134.0,1930,3.0,2,9.220635624438042,7.4685996458481565,Non-Refrigerated Warehouse,Multifamily Housing,7.7235952835574535,,8.266316858220021,3.236519260040796
732,NonResidential,Supermarket / Grocery Store,98117.0,1970,1.0,1,9.486608478162067,8.102355868024292,Supermarket/Grocery Store,Parking,,93.0,9.831029158424586,5.684412753642573
734,NonResidential,Small- and Mid-Sized Office,98107.0,2001,1.0,4,9.054344446024968,7.5786944302567365,Office,,,5.5,8.51908281681509,3.499533282383017
735,NonResidential,Warehouse,98199.0,1974,0.0,3,8.56152239692874,,Non-Refrigerated Warehouse,Retail Store,7.574267643390831,,7.96325356861304,4.414554326369317
738,NonResidential,Other,98105.0,2006,1.0,6,9.49746622635937,,Other,Parking,7.704136914525742,,10.211029451565091,6.585260895411588
739,NonResidential,Large Office,98103.0,2008,1.0,4,9.842903478199633,9.018562196280294,Office,Parking,7.997042240187363,73.5,9.139555381689622,4.120012308970678
740,NonResidential,Small- and Mid-Sized Office,98103.0,2000,1.0,2,8.87761898138314,7.781930860570417,Office,,,17.0,9.175408061708582,4.5081635680459415
741,NonResidential,Large Office,98109.0,1998,1.0,5,9.236789060587462,,Office,Other,6.687264265776132,52.5,8.950040632242155,3.9305503100420296
742,NonResidential,Mixed Use Property,98109.0,2008,1.0,5,10.191818767785126,9.172576207524633,Parking,Office,9.009472560703987,,9.999637845946173,5.709333704694526
743,NonResidential,Laboratory,98102.0,1999,1.0,4,9.282971782842202,7.442928293578763,Laboratory,,,,10.555113232390903,7.052154279652244
744,NonResidential,Large Office,98119.0,2000,1.0,7,10.019977432426892,8.970542091737128,Office,Parking,8.955504393280282,88.5,9.095608998652555,4.182965753875629
745,NonResidential,Large Office,98109.0,1974,1.0,5,9.165605514181314,7.461148839692291,Office,Parking,7.250480566296933,84.5,8.542413627657828,4.135566476763683
748,NonResidential,Small- and Mid-Sized Office,98121.0,1902,1.0,3,8.873971213703014,,Office,Parking,8.039513286876534,,9.473541790248778,5.5663960418559935
749,NonResidential,Large Office,98121.0,1975,1.0,8,9.542191662739102,7.694073459841662,Office,Parking,7.705978612756741,65.0,9.208693550938479,4.680880445222567
750,NonResidential,Large Office,98101.0,1953,1.0,7,10.146004770939772,,Office,,,82.0,9.76910871413313,4.995995317356741
751,NonResidential,Large Office,98121.0,1983,1.0,15,10.466455855253727,9.28755744433352,Office,Parking,8.80267937518022,84.5,9.875638935199934,5.4919085156002225
752,NonResidential,Large Office,98121.0,1963,1.0,11,9.661573419759181,,Office,Bar/Nightclub,6.867286060229193,86.5,9.397794417876097,5.813249546856819
754,NonResidential,Large Office,98101.0,1981,1.0,19,10.48093510211419,9.028896325072182,Office,Parking,8.971851911440703,90.5,9.727053847102797,4.696472344394877
755,NonResidential,Medical Office,98101.0,1925,1.0,18,10.428528901158048,7.894359362317689,Medical Office,Parking,7.849263439805975,67.5,10.133504445652896,6.3892418462622365
756,NonResidential,Retail Store,98101.0,1929,1.0,4,8.89999104979726,,Retail Store,,,73.5,9.18161005705125,4.841743157613962
757,NonResidential,Large Office,98121.0,1979,1.0,7,9.407844699532047,8.999301878719265,Office,Retail Store,6.915997908106723,93.5,,4.493512104445209
759,NonResidential,Mixed Use Property,98122.0,1908,1.0,4,8.548299684841394,,Office,Performing Arts,7.2594091970412356,,8.316882127551946,4.982235819574558
760,NonResidential,Large Office,98101.0,1908,1.0,10,9.421890459157549,,Office,Retail Store,,92.0,8.547537529241474,4.966056250698289
761,NonResidential,Retail Store,98101.0,1940,1.0,3,8.951817653546643,,Retail Store,,,55.0,7.925990571300559,3.3228754148866857
762,NonResidential,Retail Store,98101.0,1924,1.0,3,8.88254373071956,,Retail Store,,,39.0,9.032394558679739,4.141387168555412
763,NonResidential,Small- and Mid-Sized Office,98121.0,1909,1.0,6,8.467647401404692,,Office,Restaurant,6.483732559276805,61.0,7.975031939965515,2.955430976780465
764,NonResidential,Large Office,98101.0,1970,1.0,29,10.724290977011952,,Office,Parking,8.712858139720842,46.5,10.525982881648423,5.787112082243206
765,NonResidential,Large Office,98101.0,1929,1.0,27,9.909474806896071,7.120823033755088,Office,Parking,7.120823033755088,,9.121943476573596,5.767883400062725
766,NonResidential,Large Office,98104.0,1921,1.0,13,9.774228881223431,,Office,Other,7.0688182487647735,13.0,9.907242894919946,4.8877140805837485
767,NonResidential,Large Office,98104.0,1998,1.0,13,10.2144658433584,8.842100427944724,Office,Parking,8.788629005157091,25.0,9.803709975972899,4.778535084739154
768,NonResidential,Large Office,98101.0,1910,1.0,7,9.338491196969498,,Office,Retail Store,7.273879163687152,80.0,8.692485891344962,3.8279890098181366
769,NonResidential,Small- and Mid-Sized Office,98104.0,1921,1.0,3,8.488514498064738,,Office,,,88.5,7.661846917788922,2.624668592163159
771,NonResidential,Large Office,98101.0,1911,1.0,17,9.290648636903194,,Office,Financial Office,6.412699399005586,63.5,8.91845163213768,5.112499705497373
773,NonResidential,Small- and Mid-Sized Office,98104.0,1924,,4,8.677069217439346,,,,,,,
774,NonResidential,Large Office,98104.0,1970,1.0,22,9.958952730589116,9.122181283188901,Office,Parking,8.886825658157342,84.5,9.150253556740298,4.0637994403939395
776,NonResidential,Medical Office,98104.0,1988,1.0,5,9.769799899164102,9.129842916664611,Medical Office,Parking,8.736248988033811,16.0,9.123041964098219,4.508769411701737
777,NonResidential,University,98122.0,1916,1.0,2,8.627932199774026,,College/University,Parking,,,6.630519967743066,1.884034745337226
778,NonResidential,Small- and Mid-Sized Office,98104.0,1910,1.0,6,9.085433260243386,7.1489522014769245,Office,Parking,6.668559020847213,83.5,8.416743268620753,3.5677000322622194
779,NonResidential,Large Office,98104.0,1971,1.0,9,9.947021013240663,,Office,,,76.0,9.745326768814685,5.9730204965283855
780,NonResidential,Large Office,98104.0,1998,1.0,8,10.632460351292835,9.358172666108942,Office,Parking,9.269831606385106,96.5,9.58279936644365,4.5632538428868
782,NonResidential,Other,98104.0,1939,1.0,2,8.600446361392478,,Other,,,,7.5538176843256934,4.007969346475355
783,NonResidential,Small- and Mid-Sized Office,98134.0,1907,1.0,6,8.664640759180877,,Office,Restaurant,6.8741311098530495,30.0,8.474451279341539,3.4106525404329107
784,NonResidential,Warehouse,98134.0,1960,1.0,1,8.826062405787232,,Non-Refrigerated Warehouse,Parking,,82.5,7.971162224045059,4.250992122247946
785,Nonresidential COS,Other,98134.0,1944,1.0,4,9.12790778332272,,Other,Office,8.425130230402461,,9.636040041443055,5.187665096444442
786,NonResidential,Other,98134.0,1985,1.0,1,8.723224234490225,,Other,Office,7.156587214024963,,8.760933801715526,4.295515132725903
787,NonResidential,Warehouse,98134.0,1952,1.0,2,9.282280387232676,,Non-Refrigerated Warehouse,Office,6.619461988734811,,8.196987092502349,4.566948973167894
790,NonResidential,Other,98134.0,1969,1.0,1,8.523702078544698,,,,,,7.230453670385108,3.6656108271745818
791,NonResidential,Other,98108.0,1970,1.0,1,9.485169710176125,,Other,,,,8.881253296440454,3.8495091000389037
792,NonResidential,Small- and Mid-Sized Office,98134.0,1950,1.0,1,9.070693584026499,,Office,Data Center,3.8424012093524373,94.5,8.864019838475675,4.962215061493703
793,NonResidential,Large Office,98108.0,1973,1.0,2,9.582616778513405,,Office,Parking,,70.5,8.891221005427656,4.055517105066875
794,NonResidential,Warehouse,98108.0,1966,1.0,1,9.281865320297175,,Non-Refrigerated Warehouse,,,12.5,7.589626919762233,2.570319527636131
796,NonResidential,Large Office,98108.0,1975,1.0,5,10.004448697786007,,Office,Parking,6.2571760353663555,60.0,9.4007528305931,4.345686767894989
797,NonResidential,Distribution Center,98108.0,1969,1.0,1,8.804298130766744,,Distribution Center,,,,4.863976693009642,-0.15665381004537685
798,NonResidential,Warehouse,98108.0,1969,1.0,1,8.547038082439222,,Non-Refrigerated Warehouse,Office,7.5876308712029985,29.5,8.550502199388967,4.825870755651161
799,NonResidential,Distribution Center,98108.0,1979,1.0,1,8.536705352060475,,Distribution Center,,,33.5,8.043071218502947,4.428910220572732
800,NonResidential,Retail Store,98126.0,1992,1.0,1,9.161419167221307,,Retail Store,Parking,,80.5,9.022737119935929,5.054684076930937
801,NonResidential,Other,98105.0,2002,1.0,6,10.42153621275135,10.140661796357138,Parking,Retail Store,8.68131986973217,,9.177692520786076,4.75892078579401
802,NonResidential,Supermarket / Grocery Store,98144.0,1963,1.0,1,8.45915740403431,,Supermarket/Grocery Store,,,58.0,8.979112386666598,5.221436322212079
803,NonResidential,Small- and Mid-Sized Office,98106.0,1929,1.0,3,8.97568888047377,,Office,,,50.0,9.959437072040627,4.6839813664123815
804,NonResidential,Other,98125.0,2000,1.0,5,10.246130404377245,7.518247897544687,Parking,Retail Store,10.228794140040698,,9.413239220894358,4.7080877199947775
805,NonResidential,Distribution Center,98134.0,1986,1.0,1,10.551569499155244,,Distribution Center,Non-Refrigerated Warehouse,8.958592219177252,45.5,9.684732289680637,6.048801417245881
806,NonResidential,Mixed Use Property,98104.0,1902,1.0,4,8.82638979161435,,Non-Refrigerated Warehouse,Office,7.679022117222767,,7.157275054081092,3.3244963067318847
807,NonResidential,Large Office,98119.0,2008,1.0,4,10.02332479532758,9.1384850076458,Office,Parking,8.867067749575257,74.5,9.20691591560478,4.18737942818929
809,NonResidential,Small- and Mid-Sized Office,98104.0,1900,1.0,6,9.093401429892563,7.294094755029125,Office,,,82.0,8.688204596250312,4.305550475963267
811,NonResidential,Warehouse,98134.0,1946,1.0,1,9.721246779410285,,Non-Refrigerated Warehouse,,,68.0,8.005464139632021,2.99797974609447
812,NonResidential,Warehouse,98134.0,1917,0.0,1,8.710364620809788,,Non-Refrigerated Warehouse,Other - Services,6.140994281076946,,6.479282525672045,1.459777137879694
813,NonResidential,Warehouse,98106.0,1966,1.0,1,9.671065559381567,,Non-Refrigerated Warehouse,Office,6.293887027180088,97.5,6.56579434170595,1.487270278459893
814,NonResidential,Large Office,98109.0,1994,1.0,10,10.475696052503448,,Office,Parking,9.661324897577298,86.0,8.712131437434051,4.661219651839113
815,NonResidential,Large Office,98104.0,2009,1.0,17,10.555642982568083,9.459519946693991,Office,Parking,9.083125335875732,91.0,9.556210006935455,4.536677189542791
817,NonResidential,Mixed Use Property,98105.0,2009,1.0,6,9.33885073872107,8.526080595582735,Office,Parking,8.040082328057526,57.5,8.614849483644376,4.421607859758003
819,NonResidential,Retail Store,98105.0,1956,1.0,2,9.072753207086011,,Retail Store,Restaurant,5.613361538994574,,8.752122353972737,4.726900974559238
820,SPS-District K-12,K-12 School,98122.0,1988,1.0,1,8.50041329082301,,K-12 School,,,,6.914102491154777,2.6004649904222727
821,NonResidential,Warehouse,98118.0,1966,1.0,2,9.343740724015262,,Non-Refrigerated Warehouse,Office,7.727491046209479,51.0,7.999772781438147,2.9801108926510342
822,NonResidential,Warehouse,98136.0,1978,1.0,1,8.633339859961945,,Non-Refrigerated Warehouse,Office,6.578732949735406,91.5,7.050240355331873,3.1880041612011136
829,NonResidential,Other,98121.0,1928,3.0,4,8.668321646748899,,Other,,,,9.504290670812678,5.954126061452614
830,NonResidential,Mixed Use Property,98122.0,2004,1.0,4,8.88069817598095,7.604805084624664,Other,Office,7.486466647676581,,8.001678522550433,3.0587070727153796
831,NonResidential,Medical Office,98122.0,1990,1.0,5,10.199431833760489,9.601447505066906,Medical Office,Parking,9.466030301773538,63.0,9.48137233397605,4.915261778952957
832,NonResidential,Other,98115.0,1987,1.0,5,9.034317235461211,,Financial Office,,,30.0,9.03068783900774,3.9822018400493926
837,NonResidential,Warehouse,98107.0,2004,1.0,4,9.001273316443715,6.396876040978929,Non-Refrigerated Warehouse,,,85.5,7.155064412870794,2.640484881606444
838,NonResidential,Medical Office,98122.0,1928,1.0,3,8.955780052016515,7.271040635234586,Medical Office,Office,7.862367050748002,54.0,8.992171411126462,5.444104598614017
839,NonResidential,Hotel,98122.0,2003,1.0,6,9.54581841146145,8.44391931628409,Hotel,Parking,8.44391931628409,27.0,9.613887870501776,6.129627385510675
841,NonResidential,Other,98109.0,1999,1.0,5,9.485395536206356,,Other - Entertainment/Public Assembly,Restaurant,6.289931393851317,,9.908334659930041,5.8503617061299815
843,NonResidential,Hotel,98109.0,2008,1.0,5,9.248768698412475,7.588995031632815,Hotel,Parking,7.527288642196837,25.5,9.205819687862258,5.611246775751068
845,NonResidential,Warehouse,98122.0,1988,1.0,4,9.420611426834332,,Non-Refrigerated Warehouse,,,84.0,7.01847759696303,1.9994509159833431
847,NonResidential,Warehouse,98106.0,1970,1.0,1,8.785749631806842,,Non-Refrigerated Warehouse,Office,7.045455317197522,1.0,9.622301866246918,5.716830313505459
848,NonResidential,Retail Store,98133.0,1995,1.0,1,9.15486112482642,,Retail Store,,,59.0,9.380069726750024,5.6312476234729525
850,SPS-District K-12,K-12 School,98122.0,1988,1.0,3,8.5452872268707,,K-12 School,,,,6.832572505611851,2.331658340479753
851,NonResidential,University,98144.0,1974,2.0,4,9.267754817037341,,College/University,,,,8.957489408640955,4.484865222944443
854,SPS-District K-12,Other,98124.0,2002,1.0,3,10.354788637289852,,Other,"Repair Services (Vehicle, Shoe, Locksmith, etc)",8.44357937407099,,10.00975126158238,5.540361177362727
857,NonResidential,Warehouse,98053.0,1965,1.0,1,9.55783532672712,,Non-Refrigerated Warehouse,Office,6.593088489779113,87.0,7.128969275580416,2.80487438573775
858,NonResidential,Medical Office,98122.0,1910,1.0,6,10.302829253322502,,Medical Office,Laboratory,8.989362791492653,58.0,10.198534641114362,5.241694103606946
859,NonResidential,Retail Store,98108.0,1958,1.0,1,8.83802397889569,,Retail Store,,,,8.689745888443968,4.866533950121999
861,NonResidential,Medical Office,98122.0,2003,1.0,5,10.148800081881808,9.258767180539962,Medical Office,,,69.5,9.291825658686518,4.272281520698232
864,NonResidential,Warehouse,98125.0,1987,1.0,4,8.91807290858958,,Non-Refrigerated Warehouse,,,95.0,6.767517832529081,2.8715852808111086
866,SPS-District K-12,K-12 School,98116.0,1950,1.0,1,8.645425741795956,,K-12 School,,,91.5,8.059915370423983,4.572182010161111
867,NonResidential,Supermarket / Grocery Store,98122.0,1996,1.0,3,9.312275227137462,,Supermarket/Grocery Store,,,73.0,9.29749758419992,5.532934839935874
868,NonResidential,Other,98134.0,2008,1.0,2,8.480027015042037,,Automobile Dealership,Office,5.854111888795729,,7.627584763542171,2.6232182655855127
1280,NonResidential,Mixed Use Property,98134.0,1921,1.0,3,8.723299836852078,7.064141453747587,Office,Manufacturing/Industrial Plant,7.162293466642385,12.0,8.738175424188112,3.718559608215347
1281,NonResidential,Large Office,98105.0,1960,1.0,3,9.26726346827513,8.41332633089997,Office,,,1.0,9.846205359683168,4.842965868634615
19445,NonResidential,Mixed Use Property,98103.0,2000,1.0,3,9.065004963572727,8.117655309362343,,,,94.0,7.437436152258949,2.4176979000945504
19461,NonResidential,Worship Facility,98115.0,1957,1.0,2,7.632549152854329,,Worship Facility,,,86.5,6.885637768747005,3.391651968818624
19462,SPS-District K-12,K-12 School,98115.0,1955,1.0,1,8.375985523497748,,K-12 School,,,88.0,7.977432239483459,4.45318382899021
19472,NonResidential,Mixed Use Property,98108.0,1962,1.0,1,8.331529870262369,,Office,Other,7.172326516261779,,7.722233800959162,3.4172347593597796
19477,NonResidential,Warehouse,98108.0,1976,1.0,1,8.318016151095646,,Non-Refrigerated Warehouse,,,1.0,7.555499349687727,2.447118243726344
19481,NonResidential,Distribution Center,98108.0,1965,1.0,1,7.856592389339437,,Distribution Center,,,11.5,7.3145206296201595,3.262892710284975
19489,NonResidential,Warehouse,98134.0,2001,1.0,1,8.367561887647076,,Non-Refrigerated Warehouse,,,3.0,7.878130329756402,2.8584796801276147
19491,Campus,Other,98155.0,1994,3.0,1,7.65831690460324,,Manufacturing/Industrial Plant,,,,7.875491483960125,4.576153236917599
